ADCX (R32, M32)/[1;≤8]
ADCX (R64, M64)/[≤1;5]
ADOX (R32, M32)/[≤1;5]
ADOX (R64, M64)/[≤1;5]
AESDEC (XMM, M128)/[4;≤12]
AESDECLAST (XMM, M128)/[4;≤12]
AESENC (XMM, M128)/[4;≤12]
AESENCLAST (XMM, M128)/[4;≤12]
AESIMC (XMM, M128)/[≤11;≤12]
AESKEYGENASSIST (XMM, M128, I8)/[≤11;≤12]
VADDPD (XMM, XMM, M128)/[3;≤11]
VADDPD (YMM, YMM, M256)/[3;≤11]
VADDPS (XMM, XMM, M128)/[3;≤11]
VADDPS (YMM, YMM, M256)/[3;≤11]
VADDSD (XMM, XMM, M64)/[3;≤11]
VADDSS (XMM, XMM, M32)/[3;≤11]
VADDSUBPD (XMM, XMM, M128)/[3;≤11]
VADDSUBPD (YMM, YMM, M256)/[3;≤11]
VADDSUBPS (XMM, XMM, M128)/[3;≤11]
VADDSUBPS (YMM, YMM, M256)/[3;≤11]
VANDNPD (XMM, XMM, M128)/[1;≤9]
VANDNPD (XMM, XMM, XMM)/[0;1]
VANDNPD (YMM, YMM, M256)/[1;≤9]
VANDNPD (YMM, YMM, YMM)/[0;1]
VANDNPS (XMM, XMM, M128)/[1;≤9]
VANDNPS (XMM, XMM, XMM)/[0;1]
VANDNPS (YMM, YMM, M256)/[1;≤9]
VANDNPS (YMM, YMM, YMM)/[0;1]
VANDPD (XMM, XMM, M128)/[1;≤9]
VANDPD (YMM, YMM, M256)/[1;≤9]
VANDPS (XMM, XMM, M128)/[1;≤9]
VANDPS (YMM, YMM, M256)/[1;≤9]
VBLENDPD (XMM, XMM, M128, I8)/[1;≤9]
VBLENDPD (YMM, YMM, M256, I8)/[1;≤9]
VBLENDPS (XMM, XMM, M128, I8)/[1;≤9]
VBLENDPS (YMM, YMM, M256, I8)/[3;≤10]
VBLENDVPD (XMM, XMM, M128, XMM)/[1;≤9]
VBLENDVPD (YMM, YMM, M256, YMM)/[1;≤9]
VBLENDVPS (XMM, XMM, M128, XMM)/[1;≤9]
VBLENDVPS (YMM, YMM, M256, YMM)/[1;≤9]
VBROADCASTF128 (YMM, M128)/[≤7;≤8]
VBROADCASTSD (YMM, M64)/[≤7;≤8]
VBROADCASTSS (XMM, M32)/[≤7;≤8]
VBROADCASTSS (YMM, M32)/[≤7;≤8]
VCMPPD (XMM, XMM, M128, I8)/[1;≤9]
VCMPPD (YMM, YMM, M256, I8)/[1;≤9]
VCMPPS (XMM, XMM, M128, I8)/[1;≤9]
VCMPPS (YMM, YMM, M256, I8)/[1;≤9]
VCMPSD (XMM, XMM, M64, I8)/[1;≤9]
VCMPSS (XMM, XMM, M32, I8)/[1;≤9]
VCOMISD (XMM, M64)/[≤7;≤13]
VCOMISD (XMM, XMM)/≤7
VCOMISS (XMM, M32)/[≤7;≤13]
VCOMISS (XMM, XMM)/≤7
VCVTDQ2PD (XMM, M64)/[≤10;≤11]
VCVTDQ2PD (YMM, M128)/[≤10;≤11]
VCVTDQ2PS (XMM, M128)/[≤10;≤11]
VCVTDQ2PS (YMM, M256)/≤11
VCVTPD2DQ (XMM, M128)/[≤10;≤11]
VCVTPD2DQ (XMM, M256)/≤14
VCVTPD2PS (XMM, M128)/[≤10;≤11]
VCVTPD2PS (XMM, M256)/≤14
VCVTPS2DQ (XMM, M128)/[≤10;≤11]
VCVTPS2DQ (YMM, M256)/≤11
VCVTPS2PD (XMM, M64)/[≤10;≤11]
VCVTPS2PD (YMM, M128)/[≤10;≤11]
VCVTSD2SI (R32, M64)/[12;≤21]
VCVTSD2SI (R32, XMM)/≤9
VCVTSD2SI (R64, M64)/[12;≤15]
VCVTSD2SI (R64, XMM)/≤9
VCVTSD2SS (XMM, XMM, M64)/[0;≤11]
VCVTSD2SS (XMM, XMM, XMM)/[0;3]
VCVTSI2SD (XMM, XMM, M32)/[0;≤11]
VCVTSI2SD (XMM, XMM, M64)/[0;≤11]
VCVTSI2SD (XMM, XMM, R32)/[0;≤9]
VCVTSI2SD (XMM, XMM, R64)/[0;≤9]
VCVTSI2SS (XMM, XMM, M32)/[0;≤11]
VCVTSI2SS (XMM, XMM, M64)/[0;≤11]
VCVTSI2SS (XMM, XMM, R32)/[0;≤9]
VCVTSI2SS (XMM, XMM, R64)/[0;≤9]
VCVTSS2SD (XMM, XMM, M32)/[0;≤11]
VCVTSS2SD (XMM, XMM, XMM)/[0;3]
VCVTSS2SI (R32, M32)/[12;≤15]
VCVTSS2SI (R32, XMM)/≤9
VCVTSS2SI (R64, M32)/[12;≤15]
VCVTSS2SI (R64, XMM)/≤9
VCVTTPD2DQ (XMM, M128)/[≤10;≤11]
VCVTTPD2DQ (XMM, M256)/≤14
VCVTTPS2DQ (XMM, M128)/[≤10;≤11]
VCVTTPS2DQ (YMM, M256)/≤11
VCVTTSD2SI (R32, M64)/[12;≤21]
VCVTTSD2SI (R32, XMM)/≤9
VCVTTSD2SI (R64, M64)/[12;≤15]
VCVTTSD2SI (R64, XMM)/≤9
VCVTTSS2SI (R32, M32)/[12;≤15]
VCVTTSS2SI (R32, XMM)/≤9
VCVTTSS2SI (R64, M32)/[12;≤15]
VCVTTSS2SI (R64, XMM)/≤9
VDIVPD (XMM, XMM, M128)/[≤13;≤21]
VDIVPD (XMM, XMM, XMM)/≤13
VDIVPD (YMM, YMM, M256)/[≤13;≤21]
VDIVPD (YMM, YMM, YMM)/≤13
VDIVPS (XMM, XMM, M128)/[≤10;≤18]
VDIVPS (XMM, XMM, XMM)/≤10
VDIVPS (YMM, YMM, M256)/[≤10;≤18]
VDIVPS (YMM, YMM, YMM)/≤10
VDIVSD (XMM, XMM, M64)/[≤13;≤21]
VDIVSD (XMM, XMM, XMM)/≤13
VDIVSS (XMM, XMM, M32)/[≤10;≤18]
VDIVSS (XMM, XMM, XMM)/≤10
VDPPD (XMM, XMM, M128, I8)/[9;≤17]
VDPPS (XMM, XMM, M128, I8)/[15;≤23]
VDPPS (YMM, YMM, M256, I8)/[15;≤23]
VEXTRACTF128 (M128, YMM, I8)/[≤9;≤10]
VEXTRACTPS (M32, XMM, I8)/[≤8;≤9]
VEXTRACTPS (R32, XMM, I8)/≤6
VHADDPD (XMM, XMM, M128)/[6;≤13]
VHADDPD (YMM, YMM, M256)/[6;≤13]
VHADDPS (XMM, XMM, M128)/[6;≤13]
VHADDPS (YMM, YMM, M256)/[6;≤13]
VHSUBPD (XMM, XMM, M128)/[6;≤13]
VHSUBPD (YMM, YMM, M256)/[6;≤13]
VHSUBPS (XMM, XMM, M128)/[6;≤13]
VHSUBPS (YMM, YMM, M256)/[6;≤13]
VINSERTF128 (YMM, YMM, M128, I8)/[1;≤9]
VINSERTPS (XMM, XMM, M32, I8)/[1;≤9]
VLDDQU (XMM, M128)/[≤7;≤8]
VLDDQU (YMM, M256)/≤8
VMASKMOVDQU (XMM, XMM)/≤13
VMASKMOVPD (M128, XMM, XMM)/[≤0;≤4]
VMASKMOVPD (M256, YMM, YMM)/[≤0;≤4]
